country,year,suicides_no,population,suicides/100k,latitude,longitude
Paraguay,2006,251,5223460,4.805244033648195,-23.442503,-58.443832
Paraguay,2007,227,5307169,4.277233304611178,-23.442503,-58.443832
Paraguay,2008,222,5382169,4.1247311260571715,-23.442503,-58.443832
Paraguay,2009,283,5456220,5.186741003845152,-23.442503,-58.443832
Paraguay,2010,223,5534703,4.029123152588314,-23.442503,-58.443832
Paraguay,2011,298,5610499,5.311470512694147,-23.442503,-58.443832
Paraguay,2012,275,5695283,4.828557246409002,-23.442503,-58.443832
Paraguay,2013,323,5786207,5.582240663011192,-23.442503,-58.443832
Paraguay,2014,379,5877594,6.448216736304005,-23.442503,-58.443832
Philippines,1992,347,55304684,0.6274332929919643,12.879721,121.774017
Philippines,1993,846,56781569,1.4899200830466661,12.879721,121.774017
Philippines,1997,814,62772694,1.296742179011785,12.879721,121.774017
Philippines,1998,883,64252614,1.3742631544920492,12.879721,121.774017
Philippines,1999,1043,65740201,1.5865482370520896,12.879721,121.774017
Philippines,2000,1403,67243482,2.086447575692169,12.879721,121.774017
Philippines,2001,1204,68738092,1.751576112994233,12.879721,121.774017
Philippines,2002,1301,70256443,1.8517874581267941,12.879721,121.774017
Philippines,2003,1544,71781489,2.150972376736292,12.879721,121.774017
Philippines,2006,1788,76435755,2.3392193875758798,12.879721,121.774017
Philippines,2007,1698,78008654,2.176681576892738,12.879721,121.774017
Philippines,2008,1820,79595888,2.2865502800848203,12.879721,121.774017
Philippines,2009,2074,81193855,2.5543805008396263,12.879721,121.774017
Philippines,2010,2116,82760992,2.55676007363469,12.879721,121.774017
Philippines,2011,2449,84201767,2.9084900320441016,12.879721,121.774017
Poland,1990,4970,35164800,14.133451633451633,51.919438,19.145136
Poland,1991,5316,35396300,15.01851888474219,51.919438,19.145136
Poland,1992,5713,35605400,16.045318968471076,51.919438,19.145136
Poland,1993,5624,35792600,15.71274509256103,51.919438,19.145136
Poland,1994,5519,35960000,15.347608453837596,51.919438,19.145136
Poland,1995,5499,36104900,15.230619666582653,51.919438,19.145136
Poland,1996,5446,36243300,15.026225536857845,51.919438,19.145136
Poland,1999,5779,36575200,15.800323716616726,51.919438,19.145136
Poland,2000,5841,36233344,16.12051043370438,51.919438,19.145136
Poland,2001,5855,36295390,16.131525243288472,51.919438,19.145136
Poland,2002,5925,36347498,16.300984458407566,51.919438,19.145136
Poland,2003,5836,36353775,16.05335346879382,51.919438,19.145136
Poland,2004,6072,36371596,16.694345774653385,51.919438,19.145136
Poland,2005,6045,36371365,16.620217580505983,51.919438,19.145136
Poland,2006,5805,36348232,15.970515429746348,51.919438,19.145136
Poland,2007,5284,36310843,14.552127032688281,51.919438,19.145136
Poland,2008,5682,36262711,15.6689884548345,51.919438,19.145136
Poland,2009,6477,36223402,17.88070595909241,51.919438,19.145136
Poland,2010,6357,36027791,17.64471210571861,51.919438,19.145136
Poland,2011,6113,36008237,16.976671198870413,51.919438,19.145136
Poland,2012,6368,36013446,17.68228455560737,51.919438,19.145136
Poland,2013,6218,36023694,17.260861698414384,51.919438,19.145136
Poland,2014,5934,36059630,16.4560756724348,51.919438,19.145136
Poland,2015,5420,36086575,15.01943589825302,51.919438,19.145136
Portugal,1985,983,9313930,10.554084044007203,39.399872,-8.224454
Portugal,1986,941,9349248,10.064980627318903,39.399872,-8.224454
Portugal,1987,960,9378989,10.235644801374647,39.399872,-8.224454
Portugal,1988,819,9400481,8.712320146171244,39.399872,-8.224454
Portugal,1989,747,9415270,7.933920110628797,39.399872,-8.224454
Portugal,1990,870,9420814,9.234870787174016,39.399872,-8.224454
Portugal,1991,942,9410507,10.010087660526686,39.399872,-8.224454
Portugal,1992,866,9401557,9.21124022329493,39.399872,-8.224454
Portugal,1993,780,9410082,8.28898196636331,39.399872,-8.224454
Portugal,1994,762,9436009,8.07544799925477,39.399872,-8.224454
Portugal,1995,809,9473844,8.53930041491078,39.399872,-8.224454
Portugal,1996,653,9515960,6.862155788801129,39.399872,-8.224454
Portugal,1997,628,9564579,6.565892759106282,39.399872,-8.224454
Portugal,1998,556,9617110,5.781362592296438,39.399872,-8.224454
Portugal,1999,545,9671357,5.6351967981328785,39.399872,-8.224454
Portugal,2000,524,9740085,5.379829847480797,39.399872,-8.224454
Portugal,2001,761,9809536,7.757757349583099,39.399872,-8.224454
Portugal,2002,1210,9859832,12.272014371035937,39.399872,-8.224454
Portugal,2003,1156,9895009,11.682657388184285,39.399872,-8.224454
Portugal,2007,1020,10005713,10.194176067212801,39.399872,-8.224454
Portugal,2008,1038,10030640,10.348292830766532,39.399872,-8.224454
Portugal,2009,1025,10049918,10.199088191565345,39.399872,-8.224454
Portugal,2010,1099,10066628,10.917260476894548,39.399872,-8.224454
Portugal,2011,1017,10062815,10.106515920246968,39.399872,-8.224454
Portugal,2012,1076,10029396,10.7284626113078,39.399872,-8.224454
Portugal,2013,1052,9985074,10.535725624066481,39.399872,-8.224454
Portugal,2014,1222,9944433,12.288282298246667,39.399872,-8.224454
Puerto Rico,1985,269,3082500,8.72668288726683,18.220833,-66.590149
Puerto Rico,1986,310,3143200,9.862560447951132,18.220833,-66.590149
Puerto Rico,1987,272,3189400,8.528249827553772,18.220833,-66.590149
Puerto Rico,1988,314,3235600,9.704537025590307,18.220833,-66.590149
Puerto Rico,1989,327,3283800,9.957975516170292,18.220833,-66.590149
Puerto Rico,1990,371,3204000,11.579275905118601,18.220833,-66.590149
Puerto Rico,1991,355,3237200,10.966267144445817,18.220833,-66.590149
Puerto Rico,1992,314,3287900,9.55016880075428,18.220833,-66.590149
Puerto Rico,1993,345,3312472,10.415182377390662,18.220833,-66.590149
Puerto Rico,1994,355,3343624,10.617222510665075,18.220833,-66.590149
Puerto Rico,1995,289,3375154,8.562572255962246,18.220833,-66.590149
Puerto Rico,1996,331,3401823,9.730077079260148,18.220833,-66.590149
Puerto Rico,1997,273,3432757,7.952791298655861,18.220833,-66.590149
Puerto Rico,1998,321,3464834,9.26451310510114,18.220833,-66.590149
Puerto Rico,1999,289,3492721,8.274351143420846,18.220833,-66.590149
Puerto Rico,2000,305,3511947,8.68464131150043,18.220833,-66.590149
Puerto Rico,2001,289,3522212,8.205071131436721,18.220833,-66.590149
Puerto Rico,2002,239,3523951,6.782160137867978,18.220833,-66.590149
Puerto Rico,2003,262,3519026,7.445241950471522,18.220833,-66.590149
Puerto Rico,2004,279,3511462,7.945408493670159,18.220833,-66.590149
Puerto Rico,2005,289,3504599,8.246307209469613,18.220833,-66.590149
Puerto Rico,2006,265,3499036,7.5735145337172876,18.220833,-66.590149
Puerto Rico,2007,271,3493631,7.756972616741723,18.220833,-66.590149
Puerto Rico,2008,300,3488811,8.598918084126655,18.220833,-66.590149
Puerto Rico,2009,330,3484474,9.470582934468732,18.220833,-66.590149
Puerto Rico,2010,286,3480379,8.217495853181507,18.220833,-66.590149
Puerto Rico,2011,258,3475298,7.4238237987073346,18.220833,-66.590149
Puerto Rico,2012,248,3472672,7.141474921904517,18.220833,-66.590149
Puerto Rico,2013,241,3471665,6.941914038364876,18.220833,-66.590149
Puerto Rico,2014,220,3470956,6.338311404696573,18.220833,-66.590149
Puerto Rico,2015,226,3469521,6.513867476230869,18.220833,-66.590149
Qatar,1995,0,463449,0.0,25.354826,51.183884
Qatar,2001,23,539483,4.263341013525912,25.354826,51.183884
Qatar,2004,21,697191,3.0120870751343607,25.354826,51.183884
Qatar,2005,17,796618,2.134021576213442,25.354826,51.183884
Qatar,2006,29,940090,3.0848110287312918,25.354826,51.183884
Qatar,2007,41,1115479,3.67555104130154,25.354826,51.183884
Qatar,2008,33,1310465,2.5181901080914026,25.354826,51.183884
Qatar,2009,44,1506649,2.920388225791143,25.354826,51.183884
Qatar,2010,47,1689592,2.7817366559500756,25.354826,51.183884
Qatar,2011,50,1854081,2.696753809569269,25.354826,51.183884
Qatar,2012,43,2003149,2.146620146579211,25.354826,51.183884
Qatar,2013,37,2135349,1.7327378334876407,25.354826,51.183884
Qatar,2014,55,2251682,2.4426184514509597,25.354826,51.183884
Qatar,2015,66,2354147,2.8035632439265687,25.354826,51.183884
Qatar,2016,68,2213121,3.0725839210779706,25.354826,51.183884
Romania,1989,2529,21344500,11.848485558340556,45.943161,24.96676
Romania,1990,2079,21401900,9.714090805021984,45.943161,24.96676
Romania,1991,2161,21458000,10.070836051822164,45.943161,24.96676
Romania,1992,2650,21227100,12.484041626034646,45.943161,24.96676
Romania,1993,2774,21307600,13.018828962435938,45.943161,24.96676
Romania,1994,2887,21386000,13.499485644814365,45.943161,24.96676
Romania,1995,2793,21451300,13.020189918559714,45.943161,24.96676
Romania,1996,2828,21397300,13.216620788604171,45.943161,24.96676
Romania,1997,2859,21369000,13.379194159764143,45.943161,24.96676
Romania,1998,2838,21338400,13.29996625801372,45.943161,24.96676
Romania,1999,2736,21310800,12.83856072977082,45.943161,24.96676
Romania,2000,2836,21290400,13.320557622214707,45.943161,24.96676
Romania,2001,2720,21272887,12.786228780324926,45.943161,24.96676
Romania,2002,3067,20700580,14.816009986193622,45.943161,24.96676
Romania,2003,2894,20656841,14.009886603668004,45.943161,24.96676
Romania,2004,2720,20610767,13.196985827844252,45.943161,24.96676
Romania,2005,2603,20569960,12.654375604036177,45.943161,24.96676
Romania,2006,2721,20526561,13.255995487992362,45.943161,24.96676
Romania,2007,2430,20475026,11.868116797507364,45.943161,24.96676
Romania,2008,2472,20433803,12.09760121500633,45.943161,24.96676
Romania,2009,2586,20390882,12.682139007032655,45.943161,24.96676
Romania,2010,2766,20348649,13.593040009683197,45.943161,24.96676
Romania,2011,2536,20291701,12.497720127060811,45.943161,24.96676
Romania,2012,2495,19041594,13.10289464211872,45.943161,24.96676
Romania,2013,2407,19003345,12.666191136349942,45.943161,24.96676
Romania,2014,2209,18952235,11.655617398159109,45.943161,24.96676
Romania,2015,2228,18863927,11.810902364072973,45.943161,24.96676
Romania,2016,1953,16644905,11.733320196180152,45.943161,24.96676
Saint Kitts and Nevis,1990,0,39100,0.0,17.357822,-62.782998
Saint Kitts and Nevis,1991,0,39100,0.0,17.357822,-62.782998
Saint Kitts and Nevis,1992,0,39100,0.0,17.357822,-62.782998
Saint Lucia,1986,5,110000,4.545454545454545,13.909444,-60.978893
Saint Lucia,1987,11,111300,9.883198562443846,13.909444,-60.978893
Saint Lucia,1988,10,113000,8.849557522123893,13.909444,-60.978893
Saint Lucia,1989,8,118566,6.747296864193783,13.909444,-60.978893
Saint Lucia,1990,3,120537,2.4888623410239177,13.909444,-60.978893
Saint Lucia,1991,6,122496,4.898119122257053,13.909444,-60.978893
Saint Lucia,1992,11,124223,8.855042946958292,13.909444,-60.978893
Saint Lucia,1993,8,125846,6.356975986523211,13.909444,-60.978893
Saint Lucia,1994,6,127557,4.703779486817658,13.909444,-60.978893
Saint Lucia,1995,10,129466,7.72403565414858,13.909444,-60.978893
Saint Lucia,1996,7,131621,5.318300271233314,13.909444,-60.978893
Saint Lucia,1997,9,133967,6.718072361103854,13.909444,-60.978893
Saint Lucia,1998,8,136400,5.865102639296188,13.909444,-60.978893
Saint Lucia,1999,8,138813,5.763148984605188,13.909444,-60.978893
Saint Lucia,2000,14,141100,9.922041105598867,13.909444,-60.978893
Saint Lucia,2001,7,143166,4.889429054384421,13.909444,-60.978893
Saint Lucia,2002,12,145168,8.266284580623829,13.909444,-60.978893
Saint Lucia,2003,10,147127,6.796848980812495,13.909444,-60.978893
Saint Lucia,2004,8,149121,5.364770890753147,13.909444,-60.978893
Saint Lucia,2005,4,151169,2.646045154760566,13.909444,-60.978893
Saint Lucia,2006,2,153460,1.3032712107389548,13.909444,-60.978893
Saint Lucia,2008,0,157876,0.0,13.909444,-60.978893
Saint Lucia,2009,13,159820,8.134150919784757,13.909444,-60.978893
Saint Lucia,2010,4,161503,2.476734178312477,13.909444,-60.978893
Saint Lucia,2011,8,162892,4.911229526311913,13.909444,-60.978893
Saint Lucia,2012,10,163940,6.09979260705136,13.909444,-60.978893
Saint Lucia,2013,14,164790,8.495661144486922,13.909444,-60.978893
Saint Lucia,2014,14,165596,8.45431049059156,13.909444,-60.978893
San Marino,1999,2,25192,7.939028262940616,43.94236,12.457777
San Marino,2000,1,25369,3.941818755173637,43.94236,12.457777
San Marino,2005,1,28264,3.5380696292103027,43.94236,12.457777
Serbia,1998,1460,7179002,20.3370886371114,44.016521,21.005859
Serbia,1999,1571,7162831,21.93266880092522,44.016521,21.005859
Serbia,2000,1543,7149140,21.583015579496276,44.016521,21.005859
Serbia,2001,1442,7142410,20.18926384791688,44.016521,21.005859
Serbia,2002,1446,7138113,20.2574545961937,44.016521,21.005859
Serbia,2003,1378,7111975,19.37577114655212,44.016521,21.005859
Serbia,2004,1345,7086364,18.980114484663787,44.016521,21.005859
Serbia,2005,1437,7058982,20.357042984385,44.016521,21.005859
Serbia,2006,1443,7031811,20.52102936213729,44.016521,21.005859
Serbia,2007,1353,7009610,19.302072440549477,44.016521,21.005859
Serbia,2008,1289,6988532,18.444503080189087,44.016521,21.005859
Serbia,2009,1373,6968240,19.703684144059334,44.016521,21.005859
Serbia,2010,1207,6944871,17.37973246731293,44.016521,21.005859
Serbia,2011,1256,6900027,18.202827322269897,44.016521,21.005859
Serbia,2012,1243,6867174,18.100604411654636,44.016521,21.005859
Serbia,2013,1197,6832840,17.518337909273452,44.016521,21.005859
Serbia,2014,1134,6801810,16.672032885364338,44.016521,21.005859
Serbia,2015,1062,6766406,15.695185893367913,44.016521,21.005859
Seychelles,1985,8,57300,13.961605584642234,-4.679574,55.491977
Seychelles,1986,1,57400,1.7421602787456445,-4.679574,55.491977
Seychelles,1987,3,58300,5.145797598627787,-4.679574,55.491977
Seychelles,2001,6,75363,7.961466502129693,-4.679574,55.491977
Seychelles,2002,5,76904,6.501612399875168,-4.679574,55.491977
Seychelles,2003,8,78402,10.203821331088491,-4.679574,55.491977
Seychelles,2004,6,79735,7.524926318429799,-4.679574,55.491977
Seychelles,2005,5,80900,6.180469715698393,-4.679574,55.491977
Seychelles,2006,8,81691,9.793000452926272,-4.679574,55.491977
Seychelles,2007,6,82331,7.287655925471572,-4.679574,55.491977
Seychelles,2008,4,82900,4.8250904704463204,-4.679574,55.491977
Seychelles,2009,4,83429,4.7944959186853495,-4.679574,55.491977
Seychelles,2010,6,83885,7.15264946057102,-4.679574,55.491977
Seychelles,2011,5,80717,6.194481955474064,-4.679574,55.491977
Seychelles,2012,3,81224,3.693489608982567,-4.679574,55.491977
Seychelles,2013,9,82541,10.903672114464328,-4.679574,55.491977
Seychelles,2014,4,83845,4.770707853777805,-4.679574,55.491977
Seychelles,2015,7,85949,8.144364681380818,-4.679574,55.491977
Singapore,1985,324,2350500,13.784301212507977,1.352083,103.819836
Singapore,1986,326,2379300,13.701508847139914,1.352083,103.819836
Singapore,1987,301,2407800,12.501038292216961,1.352083,103.819836
Singapore,1988,366,2393400,15.292053146151918,1.352083,103.819836
Singapore,1989,394,2431100,16.206655423470856,1.352083,103.819836
Singapore,1990,354,2511800,14.093478780157655,1.352083,103.819836
Singapore,1991,296,2559300,11.56566248583597,1.352083,103.819836
Singapore,1992,277,2604000,10.63748079877112,1.352083,103.819836
Singapore,1993,270,2655800,10.166428194894195,1.352083,103.819836
Singapore,1994,316,2712200,11.651058181550033,1.352083,103.819836
Singapore,1995,364,2765300,13.16312877445485,1.352083,103.819836
Singapore,1996,239,2823100,8.465870851191951,1.352083,103.819836
Singapore,1997,303,2880000,10.520833333333334,1.352083,103.819836
Singapore,1998,328,2940200,11.155703693626284,1.352083,103.819836
Singapore,1999,277,2997100,9.242267525274432,1.352083,103.819836
Singapore,2000,309,3047600,10.139125869536684,1.352083,103.819836
Singapore,2001,305,3103000,9.829197550757332,1.352083,103.819836
Singapore,2002,321,3165200,10.141539239226589,1.352083,103.819836
Singapore,2003,320,3226200,9.91878990763127,1.352083,103.819836
Singapore,2004,335,3281400,10.209057109770221,1.352083,103.819836
Singapore,2005,359,3342400,10.740785064624221,1.352083,103.819836
Singapore,2006,372,3411900,10.903015914886135,1.352083,103.819836
Singapore,2007,328,3389600,9.676658012744868,1.352083,103.819836
Singapore,2008,319,3448900,9.249325872017165,1.352083,103.819836
Singapore,2009,349,3536100,9.869630383756116,1.352083,103.819836
Singapore,2010,296,3576800,8.275553567434578,1.352083,103.819836
Singapore,2011,308,3600900,8.553417201255241,1.352083,103.819836
Singapore,2012,392,3631600,10.79414032382421,1.352083,103.819836
Singapore,2013,357,3661456,9.750219584777202,1.352083,103.819836
Singapore,2014,355,3689370,9.622239027259397,1.352083,103.819836
Singapore,2015,329,3719115,8.846190558775406,1.352083,103.819836
Slovakia,1992,796,4909228,16.214362013742285,48.669026,19.699024
Slovakia,1993,738,4935260,14.953619464830625,48.669026,19.699024
Slovakia,1994,691,4974858,13.88984369001085,48.669026,19.699024
Slovakia,1995,735,5005232,14.684633998983463,48.669026,19.699024
Slovakia,1996,672,5032436,13.353373992237556,48.669026,19.699024
Slovakia,1997,630,5058389,12.45455816071085,48.669026,19.699024
Slovakia,1998,673,5081100,13.2451634488595,48.669026,19.699024
Slovakia,1999,692,5098200,13.573418069122436,48.669026,19.699024
Slovakia,2000,729,5111813,14.26108505925393,48.669026,19.699024
Slovakia,2001,692,5100256,13.567946393279083,48.669026,19.699024
Slovakia,2002,717,5107584,14.037948274565823,48.669026,19.699024
Slovakia,2003,753,5113982,14.724338098960848,48.669026,19.699024
Slovakia,2004,676,5121210,13.200005467457887,48.669026,19.699024
Slovakia,2005,679,5126946,13.24375173836432,48.669026,19.699024
Slovakia,2006,0,5129369,0.0,48.669026,19.699024
Slovakia,2007,0,5132660,0.0,48.669026,19.699024
Slovakia,2008,591,5137067,11.504619270101013,48.669026,19.699024
Slovakia,2009,601,5141744,11.688641052530036,48.669026,19.699024
Slovakia,2010,631,5147562,12.25823020684355,48.669026,19.699024
Slovakia,2012,571,5116922,11.159052258369387,48.669026,19.699024
Slovakia,2013,616,5122209,12.02606141217588,48.669026,19.699024
Slovakia,2014,554,5129686,10.799881318271723,48.669026,19.699024
Slovenia,1995,564,1884000,29.936305732484076,46.151241,14.995463
Slovenia,1996,607,1893100,32.06381068089377,46.151241,14.995463
Slovenia,1997,593,1883900,31.47725463134986,46.151241,14.995463
Slovenia,1998,612,1880300,32.54799765994788,46.151241,14.995463
Slovenia,1999,590,1884400,31.30970070048822,46.151241,14.995463
Slovenia,2000,588,1886483,31.169112046066672,46.151241,14.995463
Slovenia,2001,581,1901330,30.55755707846613,46.151241,14.995463
Slovenia,2002,540,1906124,28.329741401923485,46.151241,14.995463
Slovenia,2003,562,1907589,29.461272842315612,46.151241,14.995463
Slovenia,2004,512,1907862,26.836322543244744,46.151241,14.995463
Slovenia,2005,503,1911817,26.310049549721548,46.151241,14.995463
Slovenia,2006,529,1918570,27.572619190334468,46.151241,14.995463
Slovenia,2007,434,1927332,22.51817538441742,46.151241,14.995463
Slovenia,2008,408,1943758,20.990267306938414,46.151241,14.995463
Slovenia,2009,447,1942037,23.017069190751773,46.151241,14.995463
Slovenia,2010,414,1944774,21.287820589950297,46.151241,14.995463
Slovenia,2011,435,1944561,22.370087644460625,46.151241,14.995463
Slovenia,2012,440,1945988,22.610622470436613,46.151241,14.995463
Slovenia,2013,446,1948276,22.89203377755513,46.151241,14.995463
Slovenia,2014,388,1951786,19.879228562967455,46.151241,14.995463
Slovenia,2015,422,1954632,21.589741700739577,46.151241,14.995463
South Africa,1996,143,37773652,0.37857075614505054,-30.559482,22.937506
South Africa,1997,104,38528157,0.269932454853732,-30.559482,22.937506
South Africa,1998,180,39232468,0.45880366231357156,-30.559482,22.937506
South Africa,1999,279,39907560,0.6991156562816669,-30.559482,22.937506
South Africa,2000,267,40568559,0.6581451414135759,-30.559482,22.937506
South Africa,2001,384,41185599,0.932364732633851,-30.559482,22.937506
South Africa,2002,236,41803868,0.5645410611286017,-30.559482,22.937506
South Africa,2003,256,42415309,0.6035556643003591,-30.559482,22.937506
South Africa,2004,383,43005874,0.8905760175923876,-30.559482,22.937506
South Africa,2005,458,43566107,1.051275937967099,-30.559482,22.937506
South Africa,2006,514,44079057,1.1660866519898554,-30.559482,22.937506
South Africa,2007,417,44577435,0.9354508620785382,-30.559482,22.937506
South Africa,2008,441,43680586,1.0096018400485745,-30.559482,22.937506
South Africa,2009,372,45607048,0.8156634036037588,-30.559482,22.937506
South Africa,2010,393,46176200,0.8510877898138002,-30.559482,22.937506
South Africa,2011,358,46806739,0.7648471302390879,-30.559482,22.937506
South Africa,2012,487,47484256,1.0256030967401069,-30.559482,22.937506
South Africa,2013,587,48192699,1.2180268218636188,-30.559482,22.937506
South Africa,2014,580,48912129,1.185799947493596,-30.559482,22.937506
South Africa,2015,482,49627460,0.9712364888309818,-30.559482,22.937506
Spain,1985,2514,35997000,6.983915326277189,40.463667,-3.74922
Spain,1986,2755,36223000,7.6056649090356965,40.463667,-3.74922
Spain,1987,2804,36425700,7.697861674586898,40.463667,-3.74922
Spain,1988,2960,36597300,8.088028351818304,40.463667,-3.74922
Spain,1989,2987,36740400,8.13001491546091,40.463667,-3.74922
Spain,1990,2939,36861400,7.973110082633866,40.463667,-3.74922
Spain,1991,2916,36958100,7.890015991081793,40.463667,-3.74922
Spain,1992,2786,37000900,7.529546578596737,40.463667,-3.74922
Spain,1993,3037,37122100,8.181110443644082,40.463667,-3.74922
Spain,1994,3171,37203100,8.523483258115588,40.463667,-3.74922
Spain,1995,3157,37275300,8.469415403766032,40.463667,-3.74922
Spain,1996,3320,37341200,8.890983685580538,40.463667,-3.74922
Spain,1997,3373,37405000,9.017511027937442,40.463667,-3.74922
Spain,1998,3261,37458900,8.705541273235466,40.463667,-3.74922
Spain,1999,3220,37789271,8.52093706703154,40.463667,-3.74922
Spain,2000,3394,38319996,8.856994661481698,40.463667,-3.74922
Spain,2001,3189,38713504,8.237435702022735,40.463667,-3.74922
Spain,2002,3372,39340611,8.571295448359965,40.463667,-3.74922
Spain,2003,3478,39947556,8.70641498068117,40.463667,-3.74922
Spain,2004,3508,40555823,8.64980597237541,40.463667,-3.74922
Spain,2005,3399,41195479,8.250905396682,40.463667,-3.74922
Spain,2006,3247,41808848,7.766298655251156,40.463667,-3.74922
Spain,2007,3264,42547327,7.671457245716048,40.463667,-3.74922
Spain,2008,3457,43199484,8.00241039916125,40.463667,-3.74922
Spain,2009,3429,43490086,7.884555574344001,40.463667,-3.74922
Spain,2010,3158,43595356,7.243890840116089,40.463667,-3.74922
Spain,2011,3180,43642571,7.2864634853890715,40.463667,-3.74922
Spain,2012,3539,44318859,7.985313881839782,40.463667,-3.74922
Spain,2013,3873,44227625,8.756970332456243,40.463667,-3.74922
Spain,2014,3911,44172771,8.85387063446846,40.463667,-3.74922
Spain,2015,3604,44186528,8.156332174367718,40.463667,-3.74922
Sri Lanka,1985,5668,13857000,40.903514469221335,7.873054,80.771797
Sri Lanka,1986,5345,14101400,37.9040378969464,7.873054,80.771797
Sri Lanka,1996,4898,16654427,29.40959782044738,7.873054,80.771797
Sri Lanka,1997,5887,16775409,35.093034095323695,7.873054,80.771797
Sri Lanka,1998,5518,16897691,32.655349183506786,7.873054,80.771797
Sri Lanka,1999,5619,17020287,33.013544366202524,7.873054,80.771797
Sri Lanka,2000,5252,17140342,30.641162235852704,7.873054,80.771797
Sri Lanka,2001,4590,17266961,26.582558447893643,7.873054,80.771797
Sri Lanka,2002,4382,17395955,25.18976394224979,7.873054,80.771797
Sri Lanka,2003,4467,17524596,25.489888611412212,7.873054,80.771797
Sri Lanka,2006,4015,17891558,22.44075110730994,7.873054,80.771797
Suriname,1985,80,322700,24.79082739386427,3.919305,-56.027783
Suriname,1986,42,326294,12.871827247819452,3.919305,-56.027783
Suriname,1987,52,332013,15.66203732986359,3.919305,-56.027783
Suriname,1988,49,339611,14.428272346891003,3.919305,-56.027783
Suriname,1989,53,347723,15.242017352892962,3.919305,-56.027783
Suriname,1990,26,348700,7.456266131344996,3.919305,-56.027783
Suriname,1991,57,363079,15.6990627384123,3.919305,-56.027783
Suriname,1992,48,370194,12.96617449229323,3.919305,-56.027783
Suriname,1995,55,389414,14.12378599639458,3.919305,-56.027783
Suriname,1996,21,395805,5.305642930230796,3.919305,-56.027783
Suriname,1997,32,401814,7.963883787025837,3.919305,-56.027783
Suriname,1998,29,407606,7.114713718640059,3.919305,-56.027783
Suriname,1999,49,413303,11.855708765723936,3.919305,-56.027783
Suriname,2000,52,419001,12.410471574053522,3.919305,-56.027783
Suriname,2001,72,424515,16.960531429984805,3.919305,-56.027783
Suriname,2002,69,430176,16.03994644052667,3.919305,-56.027783
Suriname,2003,77,435946,17.66273804553775,3.919305,-56.027783
Suriname,2004,67,441717,15.168082731703784,3.919305,-56.027783
Suriname,2005,72,447445,16.091363184301983,3.919305,-56.027783
Suriname,2006,112,453293,24.708080645410362,3.919305,-56.027783
Suriname,2007,119,459086,25.92106925499797,3.919305,-56.027783
Suriname,2008,147,464789,31.627254517641337,3.919305,-56.027783
Suriname,2009,131,470448,27.84579804781825,3.919305,-56.027783
Suriname,2010,136,476052,28.56830766386865,3.919305,-56.027783
Suriname,2011,127,481521,26.374758317913443,3.919305,-56.027783
Suriname,2012,133,486964,27.312080564477046,3.919305,-56.027783
Suriname,2013,131,492359,26.606602093188098,3.919305,-56.027783
Suriname,2014,128,497701,25.71825252511046,3.919305,-56.027783
Sweden,1987,1541,7909000,19.484132001517256,60.128161,18.643501
Sweden,1988,1590,7930900,20.04816603411971,60.128161,18.643501
Sweden,1989,1579,7964800,19.8247288067497,60.128161,18.643501
Sweden,1990,1471,8005700,18.37440823413318,60.128161,18.643501
Sweden,1991,1483,8041100,18.442750369974256,60.128161,18.643501
Sweden,1992,1355,8073200,16.783927067333895,60.128161,18.643501
Sweden,1993,1373,8112500,16.924499229583976,60.128161,18.643501
Sweden,1994,1324,8174100,16.197501865648817,60.128161,18.643501
Sweden,1995,1348,8233000,16.373132515486457,60.128161,18.643501
Sweden,1996,1253,8274300,15.143274959815331,60.128161,18.643501
Sweden,1997,1201,8311300,14.450206345577708,60.128161,18.643501
Sweden,1998,1231,8346300,14.749050477457075,60.128161,18.643501
Sweden,1999,1220,8378013,14.56192536344835,60.128161,18.643501
Sweden,2000,1131,8409008,13.449862338102186,60.128161,18.643501
Sweden,2001,1197,8439317,14.18361225203414,60.128161,18.643501
Sweden,2002,1180,8465828,13.938388542739116,60.128161,18.643501
Sweden,2003,1112,8490539,13.096930595336763,60.128161,18.643501
Sweden,2004,1155,8514314,13.565391175378311,60.128161,18.643501
Sweden,2005,1219,8538624,14.276304940936619,60.128161,18.643501
Sweden,2006,1197,8576044,13.957484359921661,60.128161,18.643501
Sweden,2007,1126,8629159,13.048780304082936,60.128161,18.643501
Sweden,2008,1170,8688504,13.466069647893354,60.128161,18.643501
Sweden,2009,1242,8755922,14.184685519126369,60.128161,18.643501
Sweden,2010,1141,8823125,12.931926046610469,60.128161,18.643501
Sweden,2011,1112,8884644,12.515977004818652,60.128161,18.643501
Sweden,2012,1154,8948909,12.89542669391319,60.128161,18.643501
Sweden,2013,1230,9024081,13.63019680341965,60.128161,18.643501
Sweden,2014,1148,9114524,12.595281991687113,60.128161,18.643501
Sweden,2015,1182,9114524,12.968312991440913,60.128161,18.643501
Sweden,2016,1130,8125852,13.906234078592618,60.128161,18.643501
Switzerland,1995,1419,6617500,21.443143180959577,46.818188,8.227512
Switzerland,1996,1432,6652200,21.52671296713869,46.818188,8.227512
Switzerland,1997,1341,6675200,20.089285714285715,46.818188,8.227512
Switzerland,1998,1371,6725167,20.386110857916243,46.818188,8.227512
Switzerland,1999,1296,6764328,19.15933112646223,46.818188,8.227512
Switzerland,2000,1380,6809589,20.26554025507266,46.818188,8.227512
Switzerland,2001,1338,6865842,19.48777731849932,46.818188,8.227512
